description,name,price,url,discount
venta limitado a uno unidad por cliente consolo ps5 sony experimentar uno velocidad sorprendente con uno ssd de velocidad ultrarrápido uno inmersión más profundo con soporte para respuesta háptico gatillo adaptabl y audar 3d además de uno generación completamente nuevo de juegos de playstation velocidad sorprendente disfruta de el potencia de uno cpu uno gpu y uno ssd personalizado con e s integrado que redefinier él que uno consola playstation poder hacer ssd de velocidad ultrarrápido aprovechar al máximo tu sesión de juego con tiempo de carga casi instantáneo para el juego instalado en el ps5 e s integrado el integración personalizado de el sistema de el consola ps5 él permitir a el creador obtener dato desde el ssd tanto rápido que poder diseñar juego de manera que antes no ser posible juego asombroso asómbrate con el increíbl gráfico y descubrir el nuevo función de ps5 trazado de rayo sumérgetir en interesante mundo con uno nuevo nivel de realismo a medida que el rayo de luz él simular de manera individualizado él que creer sombra y reflejo realista en el juego de ps5 compatible juego para televisor 4k jugar tu título de ps5 favorito en tu impresionante televisor 4k hasta 120 fps con salida de 120 hz disfrutar de uno frecuencia de imagen alto y fluido de hasta 120 fps para el juego compatible con soporte para salida de 120 hz en pantalla 4k tecnología hdr en televisor hdr el juego compatible con el ps5 él ver en uno gama de color increíblemente intenso y realista salida de 8k el consola ps5 admitir salida de 8k para que poder jugar en tu pantalla con resolución de 4320p más característica de el consola ps5 retrocompatibilidad disfruto de uno catálogo retrocompatible de juegos de ps4 en tu consola ps5 mejora para juegos disfrutar de frecuencia de imagen más rápido y fluido en juego específico de ps4 y ps vr actualizar tu juego de ps4 a versión digital de ps5 el consola ps5 él ofrecer a el distribuidor de juegos el capacidad de permitir él a el jugador actualizar el versión en disco y digital de su juego de ps4 a juego digital de ps51 integración de playstation vr conectar tu playstation vr a tu consola ps5 para disfrutar de el juego de ps vr compatible para configurar tu ps vr con el consola ps5 necesitarás el playstation camera2 para ps4 y uno adaptador de playstation camero no él requerir uno compra él compartir más información sobre cómo obtener uno adaptador en playstation com cuando estar disponible ,consola ps5 sony ,799990,https://www.microplay.cl/producto/consola-ps5-sony/,0
consola nintendo switch oled blanco tú presentar el último consola que él unir a el familia nintendo switch el nuevo consola contar con uno vibrante pantalla oled de 7 pulgada 17 78 cm uno soporte ajustable y amplio uno base con puerto lan para conexión por cable almacenamiento interno de 64 gb y audio mejorado pantalla oled de 7 pulgada 17 78 cm deleitar tu ojo con color brillante y contraste definido cuando jugar en el camino mirar el diferencia que ofrecer uno pantalla vibrante cuando compit a todo velocidad o cuando combate a tu enemigo uno soporte ajustable y amplio utilizar el resistente soporte para disfrutar cómodamente del modo semiportátil encontrar tu mejor ángulo ajustar el soporte y encontrar el mejor ángulo de vista para disfrutar de uno rápido partida multijugador puerto lan integrado para conexión por cable al utilizar el modo tv conéctatar a internet usar el puerto lar que él encontrar en el base almacenamiento interno de 64 gb guardar el juego en tu consola con 64 gb de almacenamiento interno uno porción de el memoria interno él reservar para el requerimiento del sistema audar mejorado disfruta de uno audio superior en el modo portátil y semiportátil con el altavoz de el consola tres modo en uno el consola nintendo switch y nintendo switch modelo oled haber ser diseñar para cualquiera estilo de vida transformar él rápidamente de uno consola caserar a uno consola portátil modo tv colocar el consola nintendo switch en el base y disfruta de juegos en alto definición en tu televisor modo semiportátil utilizar el soporte de el consola para compartir el pantalla y el diversión en uno juego multijugador modo portátil retirar el consola para jugar con el control joy con acoplado y disfrutar de el pantalla oled de 7 pulgada 17 78 cm este ser el control joy con el control joy con tú ofrecer total flexibilidad a el hora de jugar nintendo switch tener dos mando uno a cada lado de el consola que funcionar junto el joy con sosten él en vertical o en horizontal o compartir uno con uno amigo para pasar él en grande con el juego competitivo o cooperativo donde y cuando quieros elegir tu estilo de control uno control o dos control en vertical o en horizontal acoplado a el consola o separado depender del juego podrás jugar de múltiple manera compartir con uno amigo compartir uno control joy con con uno amigo para disfrutar de diversión multijugador de manera instantáneo o pídel a tu amigo que traer su propio control para armar uno fiesta intentar algo nuevo el vibración hd tú colocar en el juego con efecto que podrá sentir mientras que el cámara infrarroja de movimiento tú brindar nuevo experiencia conectar hasta ocho consola para partidas multijugador modo cooperativo local jugar en casa con amigo en pantalla grande poder que él necesitar mando adicional a el venta por separado multijugador local hasta ocho consola nintendo switch nintendo switch modelo oled o nintendo switch lite él poder conectar para disfrutar de juegos competitivo o cooperativo en compañía multijugador en línea si tú suscribes a nintendo switch online podrás jugar con amigo u otro jugador de todo el mundo acceder a uno catálogo en constante crecimiento de juego clásico de n y super nes con función en línea añadido disfrutar de oferta exclusivo como tetris 99 y cupón para juego de nintendo switch y mucho más ,consola nintendo switch oled blanco ,419990,https://www.microplay.cl/producto/consola-nintendo-switch-oled-blanca/,0
consola nintendo switch lite turquoisar presentar nintendo switch lite uno nuevo versión del sistema nintendo switch que estar optimizado para el juego personal y portátil nintendo switch lite ser uno sistema nintendo switch pequeño y ligero a uno precio excelente con uno almohadilla de control incorporado y uno diseño elegante y unibody nintendo switch lite ser ideal para jugar en cualquiera lugar diseñado para el juego portátil el consola para el jugador en continuo movimiento el consola nintendo switch lite estar diseñar específicamente para el juego portátil así poder disfrutar de tu juegos favorito desde donde querer que estés compacto y ligero con su diseño pulido y ligero este consola estar listo para salir contigo donde querer que estés control integrado el control estar integrado a el consola para juego portátil y el lado izquierdo tener uno cruz de control juegos compatible el consola nintendo switch lite reproducir el juego para el consola nintendo switch que ser compatible con el modo portátil junto ser mejor opción de juego multijugador modo local vincular hasta ocho consola nintendo switch y nintendo switch lite para disfrutar de juegos multijugador en cualquiera lugar juego en línea con uno suscripción a nintendo switch online podrás hacer equipo o enfrentarte a otro jugador en línea en juego compatible más función de el consola nintendo eshop encuentro y adquirir versión digital de el juego así como contenido descargable noticia obtén el último actualización acerca de el juegos anuncio y más con este noticia álbum toma y guardar captura de pantalla fácilmente utilizar el botón de captura después mírala y compar tú él en red social desde tu álbum ,consola nintendo switch lite turquoisar ,229990,https://www.microplay.cl/producto/consola-nintendo-switch-lite-turquoise/,0
consola xbox serie s listo para el acción el nuevo generación de videojuego ofrecer nuestro biblioteca de lanzamiento digital más grande a el xbox más pequeño de el historia con mundo más dinámico tiempo de carga más rápido y el adición de xbox game pass él vender por separado el xbox series s totalmente digital ser el mejor valor disponible en el mundo de el videojuego uno jugar ya sea que busques uno título de lanzamiento del día uno uno título de el más de cien juegos favorito de el biblioteca de xbox game pass o cualquiera de el mil de título clásico compatible con versión anterior siempre haber algo a que jugar en el xbox serie s totalmente digital solo digital todo de nuevo generación pásate a él digital con el xbox series s y creer uno biblioteca de juego digital tu juego partidas guardado y copia de seguridad estar a salvo en el nube además disfruto de el capacidad de reservar y preinstalar el juego disponible próximamente para que poder jugar a él en el momento de su lanzamiento velocidad redefinido xbox velocity architecture impulsado por uno ssd personalizado funcionar junto con el innovadora tecnología de sistema en uno chip soc para proporcionar uno juego de hasta 120 fps en nuestro consola más pequeño adelante tiempo de carga más rápido ultrarrápido el juego él carguir significativamente más rápido con el ssd personalizado en el xbox series s cambiar el juego con reanudación rápido poder cambiar sin problema entre varios título diferente y reanudar instantáneamente desde donde él dejaste más inventario rendimiento sin compromiso el tarjeta de expansión de almacenamiento seagate de 1 tb para xbox serie x s él conectar a el parte posterior de el consola a través del puerto de expansión de almacenamiento dedicado y réplicar el experiencia ssd personalizado de el consola almacenamiento de juegos adicional con el mismo rendimiento él vender por separado mejor aspecto mejor juego equipado con el arquitectura zen 2 y rdna de amd el trazado de rayo directx ofrecer iluminación sombra y reflejo preciso y realista para crear mundo dinámico y vivo escuchar estar rodeado el sonido espacial 3d ser el siguiente evolución en tecnología de audio usar algoritmo avanzado para crear mundo envolvent realista que poner en el centro de tu experiencia control completo rendimiento perfecto el nuevo control inalámbrico xbox ofrecer uno diseño elegante comodidad refinado y uso compartido instantáneo a uno favorito familiar tú gana presumir pulso el botón compartir para inmortalizar tu conquista agárrate bien el gatillo y botón superior texturizado permitir evitar que él tú resba él círculo completo actualizado en todo el dirección con el nuevo pad direccional híbrido poder combinar movimiento sin cruzar el dedo xbox series s ser compatible con tu accesorio de juego para xbox one y ofrecer uno tiempo de respuesta más rápido que nunca procesador cpu cpu zen 2 personalizar de 8 núcleo a 3 6 ghz 3 4 ghz con smt gpu gpu de 4 teraflops 20 cu a 1 565 ghz con rdna 2 personalizado tamaño de troquel soc 197 05 mm memoria y almacenamiento memoria bus de 10 gb gddr6 de 128 bit de ancho ancho de banda de el memoria 8 gb a 224 gb s 2 gb a 56 gb s almacenamiento interno ssd nvme personalizado de 512 gb rendimiento de e s 2 4 gb s sin formato 4 8 gb s comprimido con bloque de descompresión de hardware personalizado almacenamiento expandible el compatibilidad con el tarjeta de expansión seagate de 1 tb para xbox serie x s coincidir exactamente con el almacenamiento interno él vender por separado compatibilidad con disco duro externo usb 3 1 él vender por separado funcionalidad de video resolución de juego 1440p objetivo de rendimiento hasta 120 fps característica hdmi modo automático de bajo latencia frecuencio de actualización variable hdmi amd freesync funcionalidad de sonido l pcm hasta 7 1 dolby digital 5 1 dts 5 1 dolby truehd con atmo puerto y conectividad hdmi 1 puerto hdmi 2 1 usb 3 puerto usb 3 1 gen 1 red inalámbrico banda dual de 802 11ac ethernet 802 3 10 100 1000 accesorio de radio radio inalámbrico xbox de doble banda dedicado diseño dimensión 6 5 cm x 15 1 cm x 27 5 cm peso 1928 gramo ,consola xbox series s ,329990,https://www.microplay.cl/producto/consola-xbox-series-s/,0
consola nitendo switch lite coral presentar nintendo switch lite uno nuevo versión del sistema nintendo switch que estar optimizado para el juego personal y portátil nintendo switch lite ser uno sistema nintendo switch pequeño y ligero a uno precio excelente con uno almohadilla de control incorporado y uno diseño elegante y unibody nintendo switch lite ser ideal para jugar en cualquiera lugar diseñado para el juego portátil el consola para el jugador en continuo movimiento el consola nintendo switch lite estar diseñar específicamente para el juego portátil así poder disfrutar de tu juegos favorito desde donde querer que estés compacto y ligero con su diseño pulido y ligero este consola estar listo para salir contigo donde querer que estés control integrado el control estar integrado a el consola para juego portátil y el lado izquierdo tener uno cruz de control juegos compatible el consola nintendo switch lite reproducir el juego para el consola nintendo switch que ser compatible con el modo portátil junto ser mejor opción de juego multijugador modo local vincular hasta ocho consola nintendo switch y nintendo switch lite para disfrutar de juegos multijugador en cualquiera lugar juego en línea con uno suscripción a nintendo switch online podrás hacer equipo o enfrentarte a otro jugador en línea en juego compatible más función de el consola nintendo eshop encuentro y adquirir versión digital de el juego así como contenido descargable noticia obtén el último actualización acerca de el juegos anuncio y más con este noticia álbum toma y guardar captura de pantalla fácilmente utilizar el botón de captura después mírala y compar tú él en red social desde tu álbum ,consola nitendo switch lite coral ,229990,https://www.microplay.cl/producto/consola-nitendo-switch-lite-coral/,0
audífono over ear pro g1 gamer pokemon otl con el pikachu favorito de pokémon en el dos auricular con altavoz de 50 mm el entrenador pokémon ser súper cómodo ya que este auricular para juegos contar con uno diadema de pu acolchado y almohadilla suave el micrófono ser desmontable y omnidireccional para uno chat de voz claro y de alto calidad con uno controlador en línea para silenciar o conversar con su amigo chat disponible para juegos que admitir el capacidad de chat dentro del juego este auricular ser compatible con todo su dispositivo favorito mediante uno conector jack universal de 3 5 mm ser decir para usar con ipads ipods tabletas juegos portátil dispositivo de aprendizaje xbox ps4 2ds xl y nintendo switch el pc con conectores rosa y verde requerir uno cable divisor de pc él vender por separado micrófono boom desmontable diseño inclinable y flexible controlador en línea cable 1 5 m conector de 3 5 mm ,audífono over ear pro g1 gamer pokemon otl ,32990,https://www.microplay.cl/producto/audifono-over-ear-pro-g1-gamer-pokemon-otl/,0
consola nintendo switch neon comprar el consola que tú permitir disfrutar de tu juegos favorito donde querer y como querer este paquete incluir el consola nintendo switch el base de nintendo switch de color negro y el control joy con izquierdo y derecho de color azul y rojo respectivamente también incluir todo él que necesita para empezar nintendo switch ser e l futuro del entretenimiento hoy donde ser cuando quieras en casa nintendo switch descanso sobre su base que conectar el consola con el televisor y tú permitir jugar desde el comodidad de tu hogar con solo retirar el consola de su base pasar automáticamente a modo portátil y el experiencia de juego que disfrutaba tú acompañar adonde vayas con su pantalla integrado de alto definición el experiencia de juego de uno consola doméstico ir contigo  al parque en tren en coche o a casa de uno amigo además de ofrecer emoción en casa para uno o varios jugador nintendo switch también él permitir jugar el mismo título donde querer cuando querer y con quien querer a el potencia de uno consola doméstico él unir el movilidad de uno consola portátil abrir él así el puerta a innovador estilo de juego el juego entrar en acción al separar el mando joy con que estar a cada lado de el consola nintendo switch uno jugador poder jugar con uno mando joy con en cada mano dos jugador poder jugar con uno cada uno o varios jugador poder usar varios mando joy con para disfrutar de diverso opción de juego ser mucho fácil volver a conectar él a el consola con uno solo clic y también poder enganchar él al soporte para mando joy con para simular uno mando más tradicional si él preferir el jugador también poder usar uno mando pro de nintendo switch opcional en lugar de el mando joy con además varios jugador poder usar junto su consola nintendo switch para disfrutar de competición multijugador cara a cara el desarrollador poder diseñar su juego para ser compatible con varios estilo de juego él cual dar a el jugador libertad a el hora de elegir el tipo de experiencia de juego que más él él adaptar el juego haber cambiar para siempre nintendo switch haber llegar ,consola nintendo switch neon ,349990,https://www.microplay.cl/producto/consola-nintendo-switch-neon/,0
nintendo switch sports switch uno colección deportivo para poner en movimiento a todo el familia muévetir con fútbol voleibol bolo tenis bádminton y chambar juego de espada con el control joy con el control ser intuitivo por él que poder ir a el cancha o carril campo o arena y comenzar con movimiento controlado poder curvar su bola de bolo agregar giro a uno tiro de tenis o incluso usar uno joy con con el accesorio de correa para el pierna incluido para patear el pelota en uno soccer shoot out el familia y el amigo poder unir él a el diversión en el mismo sistema o en línea además él planear agregar uno séptimo deporte a través de uno actualización gratuito este otoño prepáratir para jugar al golf fiesta con amigo y familiar en el mismo habitación o en todo el mundo bolo remat y duelo con amigo en el seis deporte pasar uno controlador joy con a uno amigo para uno 1v1 2v2 o uno juego gratuito que hacer que todo él mueir en bowling todo el jugador poder jugar simultáneamente sin esperar su turno jugar cada deporte en línea o únete a uno amigo en el mismo sistema para enfrentarte a oponente cercano y lejano en deporte de equipo como voleibol y tenis enfréntatir a oponente de todo el mundo y luchar por llegar a el pro leagar en todo el deporte mientras juega en línea en emparejamiento aleatorio canjear el punto que gana por recompensa en el juego como atuendo accesorio deportivo equipo y mucho más para tu avatar característica del juego balancea patear remata y lanza en tu camino hacia el victoria en seis deporte jugar fútbol voleibol bolo tenis bádminton y chambara esgrimar el control de movimiento tú ayudar a moverte y a convertir tu acción del mundo real en movimiento dentro del juego usar el accesorio leg strap para patear el pelota en uno shoot out de fútbol o después de uno actualización gratuito este verano también en partido de fútbol jugar en línea y desafíar a oponente aleatorio para ganar recompensa en el juego como ropa equipo y mucho más o llegar a el pro league jugar con amigo y familiar localmente o en línea en alguno deporte tú y uno amigo poder incluso formar equipo en el mismo sistema para enfrentar él a otro equipo en línea contro él joy con él vender por separado ,nintendo switch sports switch ,49990,https://www.microplay.cl/producto/nintendo-switch-sports-switch/,0
pokémon legends arceus switch en pokémon legends arceus él mezclar el base de el juego de pokémon anterior con elemento propio de el juego de acción y rpg tendrar que ir al sinnoh de hacer mucho año para capturar explorar e investigar su pokémon salvaje y crear el primero pokédex de el región atrapo pokémon para atrapar a uno pokémon en pokémon legends arceus tendrá que observar él y aprender cómo él comportar para después acercarte sigilosamente apuntar con el poké ball y capturar él también tendrás el ayuda de tu pokémon a el hora de combatir contra el pokémon salvaje que quieras atrapar sólo tener que lanzar el poké ball que contener a tu pokémon cerca de uno pokémon salvaje y el combate él iniciar automáticamente para luchar elegir entre el movimiento que tu aliado conocer uno aventura en el antiguo sinnoh este aventura tú llevar a el región de sinnoh donde transcurrir pokémon diamond y pokémon pearl sin embargo haber que remontar él mucho año atrás antes incluso de que él concebir el idea de ser entrenador o entrenadoro pokémon o de el existencia de uno liga pokémon tú encontrarás con pokémon vivir en estado salvaje en entorno mucho poco acogedor que tú revelar uno región de sinnoh mucho distinto a el que tal vez recuerd de pokémon diamond o pokémon pearl conocer a tu pokémon inicial cuando empiecser tu aventura podrás elegir a rowlet cyndaquil u oshawott para que tú acompañen en tu tarea de crear el primero pokédex de el región llegar de el mano de uno profesor pokémon que él encontrar durante su investigación en varios región arceu el clave de este historia ser el pokémon arceus él decir que ser el responsable de crear todo él que haber en el mundo qué conexión tener este pokémon con tu aventura ,pokémon legends arceus switch ,59990,https://www.microplay.cl/producto/pokemon-legends-arceus-switch/,0
g240 cloth gaming mousepad base flexible empujar el límite del control el superficie de el tela de g240 ofrecer fricción superficie ideal para el baja de juego dpi mejorar el control del ratón y el colocación exacto del cursor consistente texturar superficial poder mejorar el rendimiento del sensor especialmente cuando él usar con sensor de juego logitech g y el base de goma suave mantener el estabilidad sin sacrificar el comodidad fricción superficial moderado hecho a mano para el control el jugador que utilizar entorno de poco dpi él beneficiar de resistencia moderado a el pie del ratón al iniciar o detener uno movimiento rápido con tratamiento térmico a 200 c el superficie de el tela de g240 proporcionar el cantidad justo de fricción para el maniobra de bajo dpi consistente texturo de el superficie de borde a borde rendimiento patrón y diseño pesado poder interferir con el rendimiento del sensor g240 contar con uno limpio textura superficial consistente este dar sensor mejor imagen para traducir el movimiento del ratón en el movimiento del cursor uno mejora respecto de mesa y mesa de superficie inconsistente o sucio igualado a sensor logitech g mejor junto si el uso de uno ratón óptico o láser g240 poder dar acceso a el jugador a mejorar el precisión de el sensor y el precisión g240 utilizar uno textura de superficie comparable con el entorno de prueba óptimo para el ratón logitech g base de goma estable uno fundación ganador el base de goma firmemente adherido a el tela ayuda a mantener el superficie flexible en su lugar y evitar que el telar de agrupar en frente del ratón él que interferir con el movimiento suave del ratón construcción paño cómodo con sólo 1 mm de espesor g240 mantener uno perfil bajo el tela suave mejorar el comodidad como el muñeca él mover hacia atrás y adelante a través del borde de el alfombrilla del ratón rollo para el transporte llévelo con usted con uno construcción de tela flexible g240 enrollo para facilitar su transporte y quedar plano cuando estar listo para jugar proteger el alfombrilla del ratón cuando él llevar a evento lar utilizar el embalaje hexagonal información sobre el garantía 3 año de garantía de hardware limitado contenido del paquete alfombrillo de ratón documentación del usuario especificación técnico alturar 340 mm anchura 280 mm profundidad 1 mm peso 90 g aproximadamente ,mousepad g240 logitech ,14990,https://www.microplay.cl/producto/mousepad-g240-logitech/,0
